datetime,timestamp,value,instance,job
2025-12-04 11:55:50,1764824150,28.51,127.0.0.1:1880,nodered
2025-12-04 11:55:55,1764824155,29.19,127.0.0.1:1880,nodered
2025-12-04 11:56:00,1764824160,29.19,127.0.0.1:1880,nodered
2025-12-04 11:56:05,1764824165,29.19,127.0.0.1:1880,nodered
2025-12-04 11:56:10,1764824170,20.25,127.0.0.1:1880,nodered
2025-12-04 11:56:15,1764824175,20.25,127.0.0.1:1880,nodered
2025-12-04 11:56:20,1764824180,20.25,127.0.0.1:1880,nodered
2025-12-04 11:56:25,1764824185,23.08,127.0.0.1:1880,nodered
2025-12-04 11:56:30,1764824190,23.08,127.0.0.1:1880,nodered
2025-12-04 11:56:35,1764824195,23.08,127.0.0.1:1880,nodered
2025-12-04 11:56:40,1764824200,30.89,127.0.0.1:1880,nodered
2025-12-04 11:56:45,1764824205,30.89,127.0.0.1:1880,nodered
2025-12-04 11:56:50,1764824210,30.89,127.0.0.1:1880,nodered
2025-12-04 11:56:55,1764824215,20.56,127.0.0.1:1880,nodered
2025-12-04 11:57:00,1764824220,20.56,127.0.0.1:1880,nodered
2025-12-04 11:57:05,1764824225,20.56,127.0.0.1:1880,nodered
2025-12-04 11:57:10,1764824230,33.07,127.0.0.1:1880,nodered
2025-12-04 11:57:15,1764824235,33.07,127.0.0.1:1880,nodered
2025-12-04 11:57:20,1764824240,33.07,127.0.0.1:1880,nodered
2025-12-04 11:57:25,1764824245,26.21,127.0.0.1:1880,nodered
2025-12-04 11:57:30,1764824250,26.21,127.0.0.1:1880,nodered
2025-12-04 11:57:35,1764824255,26.21,127.0.0.1:1880,nodered
2025-12-04 11:57:40,1764824260,21.2,127.0.0.1:1880,nodered
2025-12-04 11:57:45,1764824265,21.2,127.0.0.1:1880,nodered
2025-12-04 11:57:50,1764824270,21.2,127.0.0.1:1880,nodered
2025-12-04 11:57:55,1764824275,25.62,127.0.0.1:1880,nodered
2025-12-04 11:58:00,1764824280,25.62,127.0.0.1:1880,nodered
2025-12-04 11:58:05,1764824285,25.62,127.0.0.1:1880,nodered
2025-12-04 11:58:10,1764824290,29.47,127.0.0.1:1880,nodered
2025-12-04 11:58:15,1764824295,29.47,127.0.0.1:1880,nodered
2025-12-04 11:58:20,1764824300,29.47,127.0.0.1:1880,nodered
2025-12-04 11:58:25,1764824305,24.37,127.0.0.1:1880,nodered
2025-12-04 11:58:30,1764824310,24.37,127.0.0.1:1880,nodered
2025-12-04 11:58:35,1764824315,24.37,127.0.0.1:1880,nodered
2025-12-04 11:58:40,1764824320,24.37,127.0.0.1:1880,nodered
2025-12-04 11:58:45,1764824325,24.37,127.0.0.1:1880,nodered
2025-12-04 11:58:50,1764824330,24.37,127.0.0.1:1880,nodered
2025-12-04 11:58:55,1764824335,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:00,1764824340,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:05,1764824345,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:10,1764824350,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:15,1764824355,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:20,1764824360,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:25,1764824365,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:30,1764824370,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:35,1764824375,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:40,1764824380,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:45,1764824385,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:50,1764824390,24.37,127.0.0.1:1880,nodered
2025-12-04 11:59:55,1764824395,24.37,127.0.0.1:1880,nodered
2025-12-04 12:00:00,1764824400,24.37,127.0.0.1:1880,nodered
2025-12-04 11:42:10,1764823330,26.38,127.0.0.1:1880,nodered
2025-12-04 11:42:15,1764823335,26.38,127.0.0.1:1880,nodered
2025-12-04 11:42:20,1764823340,26.38,127.0.0.1:1880,nodered
2025-12-04 11:42:25,1764823345,32.76,127.0.0.1:1880,nodered
2025-12-04 11:42:30,1764823350,32.76,127.0.0.1:1880,nodered
2025-12-04 11:42:35,1764823355,32.76,127.0.0.1:1880,nodered
2025-12-04 11:42:40,1764823360,28.25,127.0.0.1:1880,nodered
2025-12-04 11:42:45,1764823365,28.25,127.0.0.1:1880,nodered
2025-12-04 11:42:50,1764823370,28.25,127.0.0.1:1880,nodered
2025-12-04 11:42:55,1764823375,23.93,127.0.0.1:1880,nodered
2025-12-04 11:43:00,1764823380,23.93,127.0.0.1:1880,nodered
2025-12-04 11:43:05,1764823385,23.93,127.0.0.1:1880,nodered
2025-12-04 11:43:10,1764823390,20.35,127.0.0.1:1880,nodered
2025-12-04 11:43:15,1764823395,20.35,127.0.0.1:1880,nodered
2025-12-04 11:43:20,1764823400,20.35,127.0.0.1:1880,nodered
2025-12-04 11:43:25,1764823405,25.19,127.0.0.1:1880,nodered
2025-12-04 11:43:30,1764823410,25.19,127.0.0.1:1880,nodered
2025-12-04 11:43:35,1764823415,25.19,127.0.0.1:1880,nodered
2025-12-04 11:43:40,1764823420,25.34,127.0.0.1:1880,nodered
2025-12-04 11:43:45,1764823425,25.34,127.0.0.1:1880,nodered
2025-12-04 11:43:50,1764823430,25.34,127.0.0.1:1880,nodered
2025-12-04 11:43:55,1764823435,32.29,127.0.0.1:1880,nodered
2025-12-04 11:44:00,1764823440,32.29,127.0.0.1:1880,nodered
2025-12-04 11:44:05,1764823445,32.29,127.0.0.1:1880,nodered
2025-12-04 11:44:10,1764823450,28.29,127.0.0.1:1880,nodered
2025-12-04 11:44:15,1764823455,28.29,127.0.0.1:1880,nodered
2025-12-04 11:44:20,1764823460,28.29,127.0.0.1:1880,nodered
2025-12-04 11:44:25,1764823465,33.92,127.0.0.1:1880,nodered
2025-12-04 11:44:30,1764823470,33.92,127.0.0.1:1880,nodered
2025-12-04 11:44:35,1764823475,33.92,127.0.0.1:1880,nodered
2025-12-04 11:44:40,1764823480,22.73,127.0.0.1:1880,nodered
2025-12-04 11:44:45,1764823485,22.73,127.0.0.1:1880,nodered
2025-12-04 11:44:50,1764823490,22.73,127.0.0.1:1880,nodered
2025-12-04 11:44:55,1764823495,22.07,127.0.0.1:1880,nodered
2025-12-04 11:45:00,1764823500,22.07,127.0.0.1:1880,nodered
2025-12-04 11:45:05,1764823505,22.07,127.0.0.1:1880,nodered
2025-12-04 11:45:10,1764823510,33.85,127.0.0.1:1880,nodered
2025-12-04 11:45:15,1764823515,33.85,127.0.0.1:1880,nodered
2025-12-04 11:45:20,1764823520,33.85,127.0.0.1:1880,nodered
2025-12-04 11:45:25,1764823525,24.06,127.0.0.1:1880,nodered
2025-12-04 11:45:30,1764823530,24.06,127.0.0.1:1880,nodered
2025-12-04 11:45:35,1764823535,24.06,127.0.0.1:1880,nodered
2025-12-04 11:45:40,1764823540,28.3,127.0.0.1:1880,nodered
2025-12-04 11:45:45,1764823545,28.3,127.0.0.1:1880,nodered
2025-12-04 11:45:50,1764823550,28.3,127.0.0.1:1880,nodered
2025-12-04 11:45:55,1764823555,33.48,127.0.0.1:1880,nodered
2025-12-04 11:46:00,1764823560,33.48,127.0.0.1:1880,nodered
2025-12-04 11:46:05,1764823565,33.48,127.0.0.1:1880,nodered
2025-12-04 11:46:10,1764823570,26.67,127.0.0.1:1880,nodered
2025-12-04 11:46:15,1764823575,26.67,127.0.0.1:1880,nodered
2025-12-04 11:46:20,1764823580,26.67,127.0.0.1:1880,nodered
2025-12-04 11:46:25,1764823585,30.68,127.0.0.1:1880,nodered
2025-12-04 11:46:30,1764823590,30.68,127.0.0.1:1880,nodered
2025-12-04 11:46:35,1764823595,30.68,127.0.0.1:1880,nodered
2025-12-04 11:46:40,1764823600,33.31,127.0.0.1:1880,nodered
2025-12-04 11:46:45,1764823605,33.31,127.0.0.1:1880,nodered
2025-12-04 11:46:50,1764823610,33.31,127.0.0.1:1880,nodered
2025-12-04 11:46:55,1764823615,27.57,127.0.0.1:1880,nodered
2025-12-04 11:47:00,1764823620,27.57,127.0.0.1:1880,nodered
2025-12-04 11:47:05,1764823625,27.57,127.0.0.1:1880,nodered
2025-12-04 11:47:10,1764823630,23.23,127.0.0.1:1880,nodered
2025-12-04 11:47:15,1764823635,23.23,127.0.0.1:1880,nodered
2025-12-04 11:47:20,1764823640,23.23,127.0.0.1:1880,nodered
2025-12-04 11:47:25,1764823645,21.92,127.0.0.1:1880,nodered
2025-12-04 11:47:30,1764823650,21.92,127.0.0.1:1880,nodered
2025-12-04 11:47:35,1764823655,21.92,127.0.0.1:1880,nodered
2025-12-04 11:47:40,1764823660,27.28,127.0.0.1:1880,nodered
2025-12-04 11:47:45,1764823665,27.28,127.0.0.1:1880,nodered
2025-12-04 11:47:50,1764823670,27.28,127.0.0.1:1880,nodered
2025-12-04 11:47:55,1764823675,32.55,127.0.0.1:1880,nodered
2025-12-04 11:48:00,1764823680,32.55,127.0.0.1:1880,nodered
2025-12-04 11:48:05,1764823685,32.55,127.0.0.1:1880,nodered
2025-12-04 11:48:10,1764823690,24.58,127.0.0.1:1880,nodered
2025-12-04 11:48:15,1764823695,24.58,127.0.0.1:1880,nodered
2025-12-04 11:48:20,1764823700,24.58,127.0.0.1:1880,nodered
2025-12-04 11:48:25,1764823705,27.07,127.0.0.1:1880,nodered
2025-12-04 11:48:30,1764823710,27.07,127.0.0.1:1880,nodered
2025-12-04 11:48:35,1764823715,27.07,127.0.0.1:1880,nodered
2025-12-04 11:48:40,1764823720,27.69,127.0.0.1:1880,nodered
2025-12-04 11:48:45,1764823725,27.69,127.0.0.1:1880,nodered
2025-12-04 11:48:50,1764823730,27.69,127.0.0.1:1880,nodered
2025-12-04 11:48:55,1764823735,33.08,127.0.0.1:1880,nodered
2025-12-04 11:49:00,1764823740,33.08,127.0.0.1:1880,nodered
2025-12-04 11:49:05,1764823745,33.08,127.0.0.1:1880,nodered
2025-12-04 11:49:10,1764823750,33.22,127.0.0.1:1880,nodered
2025-12-04 11:49:15,1764823755,33.22,127.0.0.1:1880,nodered
2025-12-04 11:49:20,1764823760,33.22,127.0.0.1:1880,nodered
2025-12-04 11:49:25,1764823765,28.52,127.0.0.1:1880,nodered
2025-12-04 11:49:30,1764823770,28.52,127.0.0.1:1880,nodered
2025-12-04 11:49:35,1764823775,28.52,127.0.0.1:1880,nodered
2025-12-04 11:49:40,1764823780,26.58,127.0.0.1:1880,nodered
2025-12-04 11:49:45,1764823785,26.58,127.0.0.1:1880,nodered
2025-12-04 11:49:50,1764823790,26.58,127.0.0.1:1880,nodered
2025-12-04 11:49:55,1764823795,33.25,127.0.0.1:1880,nodered
2025-12-04 11:50:00,1764823800,33.25,127.0.0.1:1880,nodered
2025-12-04 11:50:05,1764823805,33.25,127.0.0.1:1880,nodered
2025-12-04 11:50:10,1764823810,28.41,127.0.0.1:1880,nodered
2025-12-04 11:50:15,1764823815,28.41,127.0.0.1:1880,nodered
2025-12-04 11:50:20,1764823820,28.41,127.0.0.1:1880,nodered
2025-12-04 11:50:25,1764823825,29.08,127.0.0.1:1880,nodered
2025-12-04 11:50:30,1764823830,29.08,127.0.0.1:1880,nodered
2025-12-04 11:50:35,1764823835,29.08,127.0.0.1:1880,nodered
2025-12-04 11:50:40,1764823840,30.11,127.0.0.1:1880,nodered
2025-12-04 11:50:45,1764823845,30.11,127.0.0.1:1880,nodered
2025-12-04 11:50:50,1764823850,30.11,127.0.0.1:1880,nodered
2025-12-04 11:50:55,1764823855,33.55,127.0.0.1:1880,nodered
2025-12-04 11:51:00,1764823860,33.55,127.0.0.1:1880,nodered
2025-12-04 11:51:05,1764823865,33.55,127.0.0.1:1880,nodered
2025-12-04 11:51:10,1764823870,26.28,127.0.0.1:1880,nodered
2025-12-04 11:51:15,1764823875,26.28,127.0.0.1:1880,nodered
2025-12-04 11:51:20,1764823880,26.28,127.0.0.1:1880,nodered
2025-12-04 11:51:25,1764823885,22.29,127.0.0.1:1880,nodered
2025-12-04 11:51:30,1764823890,22.29,127.0.0.1:1880,nodered
2025-12-04 11:51:35,1764823895,22.29,127.0.0.1:1880,nodered
2025-12-04 11:51:40,1764823900,25.43,127.0.0.1:1880,nodered
2025-12-04 11:51:45,1764823905,25.43,127.0.0.1:1880,nodered
2025-12-04 11:51:50,1764823910,25.43,127.0.0.1:1880,nodered
2025-12-04 11:51:55,1764823915,26.21,127.0.0.1:1880,nodered
2025-12-04 11:52:00,1764823920,26.21,127.0.0.1:1880,nodered
2025-12-04 11:52:05,1764823925,26.21,127.0.0.1:1880,nodered
2025-12-04 11:52:10,1764823930,33.48,127.0.0.1:1880,nodered
2025-12-04 11:52:15,1764823935,33.48,127.0.0.1:1880,nodered
2025-12-04 11:52:20,1764823940,33.48,127.0.0.1:1880,nodered
2025-12-04 11:52:25,1764823945,27.53,127.0.0.1:1880,nodered
2025-12-04 11:52:30,1764823950,27.53,127.0.0.1:1880,nodered
2025-12-04 11:52:35,1764823955,27.53,127.0.0.1:1880,nodered
2025-12-04 11:52:40,1764823960,30.12,127.0.0.1:1880,nodered
2025-12-04 11:52:45,1764823965,30.12,127.0.0.1:1880,nodered
2025-12-04 11:52:50,1764823970,30.12,127.0.0.1:1880,nodered
2025-12-04 11:52:55,1764823975,21.08,127.0.0.1:1880,nodered
2025-12-04 11:53:00,1764823980,21.08,127.0.0.1:1880,nodered
2025-12-04 11:53:05,1764823985,21.08,127.0.0.1:1880,nodered
2025-12-04 11:53:10,1764823990,23.7,127.0.0.1:1880,nodered
2025-12-04 11:53:15,1764823995,23.7,127.0.0.1:1880,nodered
2025-12-04 11:53:20,1764824000,23.7,127.0.0.1:1880,nodered
2025-12-04 11:53:25,1764824005,31.62,127.0.0.1:1880,nodered
2025-12-04 11:53:30,1764824010,31.62,127.0.0.1:1880,nodered
2025-12-04 11:53:35,1764824015,31.62,127.0.0.1:1880,nodered
2025-12-04 11:53:40,1764824020,31.55,127.0.0.1:1880,nodered
2025-12-04 11:53:45,1764824025,31.55,127.0.0.1:1880,nodered
2025-12-04 11:53:50,1764824030,31.55,127.0.0.1:1880,nodered
2025-12-04 11:53:55,1764824035,33.9,127.0.0.1:1880,nodered
2025-12-04 11:54:00,1764824040,33.9,127.0.0.1:1880,nodered
2025-12-04 11:54:05,1764824045,33.9,127.0.0.1:1880,nodered
2025-12-04 11:54:10,1764824050,24.08,127.0.0.1:1880,nodered
2025-12-04 11:54:15,1764824055,24.08,127.0.0.1:1880,nodered
2025-12-04 11:54:20,1764824060,24.08,127.0.0.1:1880,nodered
