datetime,timestamp,current,power,voltage,freq
2025-12-04 11:43:35,1764823415,29.52,26.24,20.55,25.19
2025-12-04 11:43:40,1764823420,28.62,20.9,21.17,25.34
2025-12-04 11:43:45,1764823425,28.62,20.9,21.17,25.34
2025-12-04 11:43:50,1764823430,28.62,20.9,21.17,25.34
2025-12-04 11:43:55,1764823435,26.7,22.65,30.5,32.29
2025-12-04 11:44:00,1764823440,26.7,22.65,30.5,32.29
2025-12-04 11:44:05,1764823445,26.7,22.65,30.5,32.29
2025-12-04 11:44:10,1764823450,23.9,31.91,21.24,28.29
2025-12-04 11:44:15,1764823455,23.9,31.91,21.24,28.29
2025-12-04 11:44:20,1764823460,23.9,31.91,21.24,28.29
2025-12-04 11:44:25,1764823465,28.32,21.19,23.43,33.92
2025-12-04 11:44:30,1764823470,28.32,21.19,23.43,33.92
2025-12-04 11:44:35,1764823475,28.32,21.19,23.43,33.92
2025-12-04 11:44:40,1764823480,31.43,25.31,32.16,22.73
2025-12-04 11:44:45,1764823485,31.43,25.31,32.16,22.73
2025-12-04 11:44:50,1764823490,31.43,25.31,32.16,22.73
2025-12-04 11:44:55,1764823495,32.92,22.35,24.83,22.07
2025-12-04 11:45:00,1764823500,32.92,22.35,24.83,22.07
2025-12-04 11:45:05,1764823505,32.92,22.35,24.83,22.07
2025-12-04 11:45:10,1764823510,26.46,29.8,20.92,33.85
2025-12-04 11:45:15,1764823515,26.46,29.8,20.92,33.85
2025-12-04 11:45:20,1764823520,26.46,29.8,20.92,33.85
2025-12-04 11:45:25,1764823525,33.57,33.0,23.21,24.06
2025-12-04 11:45:30,1764823530,33.57,33.0,23.21,24.06
2025-12-04 11:45:35,1764823535,33.57,33.0,23.21,24.06
2025-12-04 11:45:40,1764823540,30.27,31.95,29.09,28.3
2025-12-04 11:45:45,1764823545,30.27,31.95,29.09,28.3
2025-12-04 11:45:50,1764823550,30.27,31.95,29.09,28.3
2025-12-04 11:45:55,1764823555,31.69,24.14,23.19,33.48
2025-12-04 11:46:00,1764823560,31.69,24.14,23.19,33.48
2025-12-04 11:46:05,1764823565,31.69,24.14,23.19,33.48
2025-12-04 11:46:10,1764823570,25.84,30.25,27.29,26.67
2025-12-04 11:46:15,1764823575,25.84,30.25,27.29,26.67
2025-12-04 11:46:20,1764823580,25.84,30.25,27.29,26.67
2025-12-04 11:46:25,1764823585,28.07,26.85,34.25,30.68
2025-12-04 11:46:30,1764823590,28.07,26.85,34.25,30.68
2025-12-04 11:46:35,1764823595,28.07,26.85,34.25,30.68
2025-12-04 11:46:40,1764823600,25.74,21.08,34.51,33.31
2025-12-04 11:46:45,1764823605,25.74,21.08,34.51,33.31
2025-12-04 11:46:50,1764823610,25.74,21.08,34.51,33.31
2025-12-04 11:46:55,1764823615,24.79,32.66,30.19,27.57
2025-12-04 11:47:00,1764823620,24.79,32.66,30.19,27.57
2025-12-04 11:47:05,1764823625,24.79,32.66,30.19,27.57
2025-12-04 11:47:10,1764823630,31.58,23.15,31.22,23.23
2025-12-04 11:47:15,1764823635,31.58,23.15,31.22,23.23
2025-12-04 11:47:20,1764823640,31.58,23.15,31.22,23.23
2025-12-04 11:47:25,1764823645,20.55,27.59,33.82,21.92
2025-12-04 11:47:30,1764823650,20.55,27.59,33.82,21.92
2025-12-04 11:47:35,1764823655,20.55,27.59,33.82,21.92
2025-12-04 11:47:40,1764823660,24.94,28.54,21.16,27.28
2025-12-04 11:47:45,1764823665,24.94,28.54,21.16,27.28
2025-12-04 11:47:50,1764823670,24.94,28.54,21.16,27.28
2025-12-04 11:47:55,1764823675,23.7,33.45,23.01,32.55
2025-12-04 11:48:00,1764823680,23.7,33.45,23.01,32.55
2025-12-04 11:48:05,1764823685,23.7,33.45,23.01,32.55
2025-12-04 11:48:10,1764823690,22.41,21.61,32.67,24.58
2025-12-04 11:48:15,1764823695,22.41,21.61,32.67,24.58
2025-12-04 11:48:20,1764823700,22.41,21.61,32.67,24.58
2025-12-04 11:48:25,1764823705,22.95,24.82,30.04,27.07
2025-12-04 11:48:30,1764823710,22.95,24.82,30.04,27.07
2025-12-04 11:48:35,1764823715,22.95,24.82,30.04,27.07
2025-12-04 11:48:40,1764823720,27.71,20.4,32.99,27.69
2025-12-04 11:48:45,1764823725,27.71,20.4,32.99,27.69
2025-12-04 11:48:50,1764823730,27.71,20.4,32.99,27.69
2025-12-04 11:48:55,1764823735,25.77,20.08,33.23,33.08
2025-12-04 11:49:00,1764823740,25.77,20.08,33.23,33.08
2025-12-04 11:49:05,1764823745,25.77,20.08,33.23,33.08
2025-12-04 11:49:10,1764823750,30.37,27.17,28.64,33.22
2025-12-04 11:49:15,1764823755,30.37,27.17,28.64,33.22
2025-12-04 11:49:20,1764823760,30.37,27.17,28.64,33.22
2025-12-04 11:49:25,1764823765,20.03,31.43,27.26,28.52
2025-12-04 11:49:30,1764823770,20.03,31.43,27.26,28.52
2025-12-04 11:49:35,1764823775,20.03,31.43,27.26,28.52
2025-12-04 11:49:40,1764823780,21.27,23.48,33.06,26.58
2025-12-04 11:49:45,1764823785,21.27,23.48,33.06,26.58
2025-12-04 11:49:50,1764823790,21.27,23.48,33.06,26.58
2025-12-04 11:49:55,1764823795,23.76,22.8,26.45,33.25
2025-12-04 11:50:00,1764823800,23.76,22.8,26.45,33.25
2025-12-04 11:50:05,1764823805,23.76,22.8,26.45,33.25
2025-12-04 11:50:10,1764823810,31.82,26.14,20.61,28.41
2025-12-04 11:50:15,1764823815,31.82,26.14,20.61,28.41
2025-12-04 11:50:20,1764823820,31.82,26.14,20.61,28.41
2025-12-04 11:50:25,1764823825,21.84,29.19,25.31,29.08
2025-12-04 11:50:30,1764823830,21.84,29.19,25.31,29.08
2025-12-04 11:50:35,1764823835,21.84,29.19,25.31,29.08
2025-12-04 11:50:40,1764823840,24.32,29.1,22.17,30.11
2025-12-04 11:50:45,1764823845,24.32,29.1,22.17,30.11
2025-12-04 11:50:50,1764823850,24.32,29.1,22.17,30.11
2025-12-04 11:50:55,1764823855,29.06,23.72,32.5,33.55
2025-12-04 11:51:00,1764823860,29.06,23.72,32.5,33.55
2025-12-04 11:51:05,1764823865,29.06,23.72,32.5,33.55
2025-12-04 11:51:10,1764823870,27.94,28.1,34.46,26.28
2025-12-04 11:51:15,1764823875,27.94,28.1,34.46,26.28
2025-12-04 11:51:20,1764823880,27.94,28.1,34.46,26.28
2025-12-04 11:51:25,1764823885,30.52,27.82,25.2,22.29
2025-12-04 11:51:30,1764823890,30.52,27.82,25.2,22.29
2025-12-04 11:51:35,1764823895,30.52,27.82,25.2,22.29
2025-12-04 11:51:40,1764823900,25.56,30.38,20.25,25.43
2025-12-04 11:51:45,1764823905,25.56,30.38,20.25,25.43
2025-12-04 11:51:50,1764823910,25.56,30.38,20.25,25.43
2025-12-04 11:51:55,1764823915,22.06,28.56,32.95,26.21
2025-12-04 11:52:00,1764823920,22.06,28.56,32.95,26.21
2025-12-04 11:52:05,1764823925,22.06,28.56,32.95,26.21
2025-12-04 11:52:10,1764823930,23.22,21.17,28.44,33.48
2025-12-04 11:52:15,1764823935,23.22,21.17,28.44,33.48
2025-12-04 11:52:20,1764823940,23.22,21.17,28.44,33.48
2025-12-04 11:52:25,1764823945,20.17,30.75,30.45,27.53
2025-12-04 11:52:30,1764823950,20.17,30.75,30.45,27.53
2025-12-04 11:52:35,1764823955,20.17,30.75,30.45,27.53
2025-12-04 11:52:40,1764823960,24.79,20.91,23.33,30.12
2025-12-04 11:52:45,1764823965,24.79,20.91,23.33,30.12
2025-12-04 11:52:50,1764823970,24.79,20.91,23.33,30.12
2025-12-04 11:52:55,1764823975,29.22,30.74,30.6,21.08
2025-12-04 11:53:00,1764823980,29.22,30.74,30.6,21.08
2025-12-04 11:53:05,1764823985,29.22,30.74,30.6,21.08
2025-12-04 11:53:10,1764823990,20.4,30.6,24.7,23.7
2025-12-04 11:53:15,1764823995,20.4,30.6,24.7,23.7
2025-12-04 11:53:20,1764824000,20.4,30.6,24.7,23.7
2025-12-04 11:53:25,1764824005,25.08,32.25,24.4,31.62
2025-12-04 11:53:30,1764824010,25.08,32.25,24.4,31.62
2025-12-04 11:53:35,1764824015,25.08,32.25,24.4,31.62
2025-12-04 11:53:40,1764824020,26.42,20.56,26.06,31.55
2025-12-04 11:53:45,1764824025,26.42,20.56,26.06,31.55
2025-12-04 11:53:50,1764824030,26.42,20.56,26.06,31.55
2025-12-04 11:53:55,1764824035,34.32,20.4,34.74,33.9
2025-12-04 11:54:00,1764824040,34.32,20.4,34.74,33.9
2025-12-04 11:54:05,1764824045,34.32,20.4,34.74,33.9
2025-12-04 11:54:10,1764824050,34.66,20.94,20.22,24.08
2025-12-04 11:54:15,1764824055,34.66,20.94,20.22,24.08
2025-12-04 11:54:20,1764824060,34.66,20.94,20.22,24.08
2025-12-04 11:54:25,1764824065,21.89,21.84,30.44,34.82
2025-12-04 11:54:30,1764824070,21.89,21.84,30.44,34.82
2025-12-04 11:54:35,1764824075,21.89,21.84,30.44,34.82
2025-12-04 11:54:40,1764824080,28.87,27.58,31.38,22.26
2025-12-04 11:54:45,1764824085,28.87,27.58,31.38,22.26
2025-12-04 11:54:50,1764824090,28.87,27.58,31.38,22.26
2025-12-04 11:54:55,1764824095,32.77,22.4,26.85,26.35
2025-12-04 11:55:00,1764824100,32.77,22.4,26.85,26.35
2025-12-04 11:55:05,1764824105,32.77,22.4,26.85,26.35
2025-12-04 11:55:10,1764824110,26.93,23.98,31.21,27.36
2025-12-04 11:55:15,1764824115,26.93,23.98,31.21,27.36
2025-12-04 11:55:20,1764824120,26.93,23.98,31.21,27.36
2025-12-04 11:55:25,1764824125,32.01,24.31,30.28,21.86
2025-12-04 11:55:30,1764824130,32.01,24.31,30.28,21.86
2025-12-04 11:55:35,1764824135,32.01,24.31,30.28,21.86
2025-12-04 11:55:40,1764824140,28.51,20.9,34.83,29.83
2025-12-04 11:55:45,1764824145,28.51,20.9,34.83,29.83
2025-12-04 11:55:50,1764824150,28.51,20.9,34.83,29.83
2025-12-04 11:55:55,1764824155,29.19,30.87,33.13,20.28
2025-12-04 11:56:00,1764824160,29.19,30.87,33.13,20.28
2025-12-04 11:56:05,1764824165,29.19,30.87,33.13,20.28
2025-12-04 11:56:10,1764824170,20.25,25.46,22.74,32.11
2025-12-04 11:56:15,1764824175,20.25,25.46,22.74,32.11
2025-12-04 11:56:20,1764824180,20.25,25.46,22.74,32.11
2025-12-04 11:56:25,1764824185,23.08,28.04,20.68,20.43
2025-12-04 11:56:30,1764824190,23.08,28.04,20.68,20.43
2025-12-04 11:56:35,1764824195,23.08,28.04,20.68,20.43
2025-12-04 11:56:40,1764824200,30.89,25.91,21.91,25.38
2025-12-04 11:56:45,1764824205,30.89,25.91,21.91,25.38
2025-12-04 11:56:50,1764824210,30.89,25.91,21.91,25.38
2025-12-04 11:56:55,1764824215,20.56,34.36,24.4,20.96
2025-12-04 11:57:00,1764824220,20.56,34.36,24.4,20.96
2025-12-04 11:57:05,1764824225,20.56,34.36,24.4,20.96
2025-12-04 11:57:10,1764824230,33.07,22.18,29.02,20.35
2025-12-04 11:57:15,1764824235,33.07,22.18,29.02,20.35
2025-12-04 11:57:20,1764824240,33.07,22.18,29.02,20.35
2025-12-04 11:57:25,1764824245,26.21,32.85,24.61,21.1
2025-12-04 11:57:30,1764824250,26.21,32.85,24.61,21.1
2025-12-04 11:57:35,1764824255,26.21,32.85,24.61,21.1
2025-12-04 11:57:40,1764824260,21.2,32.19,32.03,26.89
2025-12-04 11:57:45,1764824265,21.2,32.19,32.03,26.89
2025-12-04 11:57:50,1764824270,21.2,32.19,32.03,26.89
2025-12-04 11:57:55,1764824275,25.62,32.2,30.55,20.91
2025-12-04 11:58:00,1764824280,25.62,32.2,30.55,20.91
2025-12-04 11:58:05,1764824285,25.62,32.2,30.55,20.91
2025-12-04 11:58:10,1764824290,29.47,29.83,33.36,26.98
2025-12-04 11:58:15,1764824295,29.47,29.83,33.36,26.98
2025-12-04 11:58:20,1764824300,29.47,29.83,33.36,26.98
2025-12-04 11:58:25,1764824305,24.37,33.15,32.11,23.74
2025-12-04 11:58:30,1764824310,24.37,33.15,32.11,23.74
2025-12-04 11:58:35,1764824315,24.37,33.15,32.11,23.74
2025-12-04 11:58:40,1764824320,24.37,33.15,32.11,23.74
2025-12-04 11:58:45,1764824325,24.37,33.15,32.11,23.74
2025-12-04 11:58:50,1764824330,24.37,33.15,32.11,23.74
2025-12-04 11:58:55,1764824335,24.37,33.15,32.11,23.74
2025-12-04 11:59:00,1764824340,24.37,33.15,32.11,23.74
2025-12-04 11:59:05,1764824345,24.37,33.15,32.11,23.74
2025-12-04 11:59:10,1764824350,24.37,33.15,32.11,23.74
2025-12-04 11:59:15,1764824355,24.37,33.15,32.11,23.74
2025-12-04 11:59:20,1764824360,24.37,33.15,32.11,23.74
2025-12-04 11:59:25,1764824365,24.37,33.15,32.11,23.74
2025-12-04 11:59:30,1764824370,24.37,33.15,32.11,23.74
2025-12-04 11:59:35,1764824375,24.37,33.15,32.11,23.74
2025-12-04 11:59:40,1764824380,24.37,33.15,32.11,23.74
2025-12-04 11:59:45,1764824385,24.37,33.15,32.11,23.74
2025-12-04 11:59:50,1764824390,24.37,33.15,32.11,23.74
2025-12-04 11:59:55,1764824395,24.37,33.15,32.11,23.74
2025-12-04 12:00:00,1764824400,24.37,33.15,32.11,23.74
2025-12-04 12:00:05,1764824405,24.37,33.15,32.11,23.74
2025-12-04 12:00:10,1764824410,24.37,33.15,32.11,23.74
2025-12-04 12:00:15,1764824415,24.37,33.15,32.11,23.74
2025-12-04 12:00:20,1764824420,24.37,33.15,32.11,23.74
2025-12-04 12:00:25,1764824425,24.37,33.15,32.11,23.74
2025-12-04 12:00:30,1764824430,24.37,33.15,32.11,23.74
2025-12-04 12:00:35,1764824435,24.37,33.15,32.11,23.74
2025-12-04 12:00:40,1764824440,24.37,33.15,32.11,23.74
2025-12-04 12:00:45,1764824445,24.37,33.15,32.11,23.74
2025-12-04 12:00:50,1764824450,24.37,33.15,32.11,23.74
2025-12-04 12:00:55,1764824455,24.37,33.15,32.11,23.74
2025-12-04 12:01:00,1764824460,24.37,33.15,32.11,23.74
2025-12-04 12:01:05,1764824465,24.37,33.15,32.11,23.74
2025-12-04 12:01:10,1764824470,24.37,33.15,32.11,23.74
2025-12-04 12:01:15,1764824475,24.37,33.15,32.11,23.74
2025-12-04 12:01:20,1764824480,24.37,33.15,32.11,23.74
2025-12-04 12:01:25,1764824485,24.37,33.15,32.11,23.74
2025-12-04 12:01:30,1764824490,24.37,33.15,32.11,23.74
2025-12-04 12:01:35,1764824495,24.37,33.15,32.11,23.74
2025-12-04 12:01:40,1764824500,24.37,33.15,32.11,23.74
2025-12-04 12:01:45,1764824505,24.37,33.15,32.11,23.74
2025-12-04 12:01:50,1764824510,24.37,33.15,32.11,23.74
2025-12-04 12:01:55,1764824515,24.37,33.15,32.11,23.74
2025-12-04 12:02:00,1764824520,24.37,33.15,32.11,23.74
2025-12-04 12:02:05,1764824525,24.37,33.15,32.11,23.74
2025-12-04 12:02:10,1764824530,24.37,33.15,32.11,23.74
2025-12-04 12:02:15,1764824535,24.37,33.15,32.11,23.74
2025-12-04 12:02:20,1764824540,24.37,33.15,32.11,23.74
2025-12-04 12:02:25,1764824545,24.37,33.15,32.11,23.74
2025-12-04 12:02:30,1764824550,24.37,33.15,32.11,23.74
2025-12-04 12:02:35,1764824555,24.37,33.15,32.11,23.74
2025-12-04 12:02:40,1764824560,24.37,33.15,32.11,23.74
2025-12-04 12:02:45,1764824565,24.37,33.15,32.11,23.74
2025-12-04 12:02:50,1764824570,24.37,33.15,32.11,23.74
2025-12-04 12:02:55,1764824575,24.37,33.15,32.11,23.74
2025-12-04 12:03:00,1764824580,24.37,33.15,32.11,23.74
2025-12-04 12:03:05,1764824585,24.37,33.15,32.11,23.74
2025-12-04 12:03:10,1764824590,24.37,33.15,32.11,23.74
2025-12-04 12:03:15,1764824595,24.37,33.15,32.11,23.74
2025-12-04 12:03:20,1764824600,24.37,33.15,32.11,23.74
2025-12-04 12:03:25,1764824605,24.37,33.15,32.11,23.74
2025-12-04 12:03:30,1764824610,24.37,33.15,32.11,23.74
2025-12-04 12:03:35,1764824615,24.37,33.15,32.11,23.74
2025-12-04 12:03:40,1764824620,24.37,33.15,32.11,23.74
2025-12-04 12:03:45,1764824625,24.37,33.15,32.11,23.74
2025-12-04 12:03:50,1764824630,24.37,33.15,32.11,23.74
2025-12-04 12:03:55,1764824635,24.37,33.15,32.11,23.74
2025-12-04 12:04:00,1764824640,24.37,33.15,32.11,23.74
2025-12-04 12:04:05,1764824645,24.37,33.15,32.11,23.74
2025-12-04 12:04:10,1764824650,24.37,33.15,32.11,23.74
2025-12-04 12:04:15,1764824655,24.37,33.15,32.11,23.74
2025-12-04 12:04:20,1764824660,24.37,33.15,32.11,23.74
2025-12-04 12:04:25,1764824665,24.37,33.15,32.11,23.74
2025-12-04 12:04:30,1764824670,24.37,33.15,32.11,23.74
2025-12-04 12:04:35,1764824675,24.37,33.15,32.11,23.74
2025-12-04 12:04:40,1764824680,24.37,33.15,32.11,23.74
2025-12-04 12:04:45,1764824685,24.37,33.15,32.11,23.74
2025-12-04 12:04:50,1764824690,24.37,33.15,32.11,23.74
2025-12-04 12:04:55,1764824695,24.37,33.15,32.11,23.74
2025-12-04 12:05:00,1764824700,24.37,33.15,32.11,23.74
2025-12-04 12:05:05,1764824705,24.37,33.15,32.11,23.74
2025-12-04 12:05:10,1764824710,24.37,33.15,32.11,23.74
2025-12-04 12:05:15,1764824715,24.37,33.15,32.11,23.74
2025-12-04 12:05:20,1764824720,24.37,33.15,32.11,23.74
2025-12-04 12:05:25,1764824725,0.0,0.0,227.1,50.0
2025-12-04 12:05:30,1764824730,0.0,0.0,227.1,50.0
2025-12-04 12:05:35,1764824735,0.0,0.0,227.1,50.0
2025-12-04 12:05:40,1764824740,0.0,0.0,227.1,50.0
2025-12-04 12:05:45,1764824745,0.0,0.0,227.1,50.0
2025-12-04 12:05:50,1764824750,0.0,0.0,227.1,50.0
2025-12-04 12:05:55,1764824755,0.0,0.0,227.1,50.0
2025-12-04 12:06:00,1764824760,0.0,0.0,227.1,50.0
2025-12-04 12:06:05,1764824765,0.0,0.0,227.1,50.0
2025-12-04 12:06:10,1764824770,0.0,0.0,227.1,50.0
2025-12-04 12:06:15,1764824775,0.0,0.0,227.1,50.0
2025-12-04 12:06:20,1764824780,0.0,0.0,227.1,50.0
2025-12-04 12:06:25,1764824785,0.0,0.0,227.1,50.0
2025-12-04 12:06:30,1764824790,0.0,0.0,227.1,50.0
2025-12-04 12:06:35,1764824795,0.0,0.0,227.1,50.0
2025-12-04 12:06:40,1764824800,0.0,0.0,227.1,50.0
2025-12-04 12:06:45,1764824805,0.0,0.0,227.1,50.0
2025-12-04 12:06:50,1764824810,0.0,0.0,227.1,50.0
2025-12-04 12:06:55,1764824815,0.0,0.0,227.1,50.0
2025-12-04 12:07:00,1764824820,0.0,0.0,227.1,50.0
2025-12-04 12:07:05,1764824825,0.0,0.0,227.1,50.0
2025-12-04 12:07:10,1764824830,0.0,0.0,227.1,50.0
2025-12-04 12:07:15,1764824835,0.0,0.0,227.1,50.0
2025-12-04 12:07:20,1764824840,0.0,0.0,227.1,50.0
2025-12-04 12:07:25,1764824845,0.0,0.0,227.1,50.0
2025-12-04 12:07:30,1764824850,0.0,0.0,227.1,50.0
2025-12-04 12:07:35,1764824855,0.0,0.0,227.1,50.0
2025-12-04 12:07:40,1764824860,0.0,0.0,227.1,50.0
2025-12-04 12:07:45,1764824865,0.0,0.0,227.1,50.0
2025-12-04 12:07:50,1764824870,0.0,0.0,227.1,50.0
2025-12-04 12:07:55,1764824875,0.0,0.0,227.1,50.0
2025-12-04 12:08:00,1764824880,0.0,0.0,227.1,50.0
2025-12-04 12:08:05,1764824885,0.0,0.0,227.1,50.0
2025-12-04 12:08:10,1764824890,0.0,0.0,227.1,50.0
2025-12-04 12:08:15,1764824895,0.0,0.0,227.1,50.0
2025-12-04 12:08:20,1764824900,0.0,0.0,227.1,50.0
2025-12-04 12:08:25,1764824905,0.0,0.0,227.1,50.0
2025-12-04 12:08:30,1764824910,0.0,0.0,227.1,50.0
2025-12-04 12:08:35,1764824915,0.0,0.0,227.1,50.0
2025-12-04 12:08:40,1764824920,0.0,0.0,227.1,50.0
2025-12-04 12:08:45,1764824925,0.0,0.0,227.1,50.0
2025-12-04 12:08:50,1764824930,0.0,0.0,227.1,50.0
2025-12-04 12:08:55,1764824935,0.0,0.0,227.1,50.0
2025-12-04 12:09:00,1764824940,0.0,0.0,227.1,50.0
2025-12-04 12:09:05,1764824945,0.0,0.0,227.1,50.0
2025-12-04 12:09:10,1764824950,0.0,0.0,227.1,50.0
2025-12-04 12:09:15,1764824955,0.0,0.0,227.1,50.0
2025-12-04 12:09:20,1764824960,0.0,0.0,227.1,50.0
2025-12-04 12:09:25,1764824965,0.0,0.0,227.1,50.0
2025-12-04 12:09:30,1764824970,0.0,0.0,227.1,50.0
2025-12-04 12:09:35,1764824975,0.0,0.0,227.1,50.0
2025-12-04 12:09:40,1764824980,0.0,0.0,227.1,50.0
2025-12-04 12:09:45,1764824985,0.0,0.0,227.1,50.0
2025-12-04 12:09:50,1764824990,0.0,0.0,227.1,50.0
2025-12-04 12:09:55,1764824995,0.0,0.0,227.1,50.0
2025-12-04 12:10:00,1764825000,0.0,0.0,227.1,50.0
2025-12-04 12:10:05,1764825005,0.0,0.0,227.1,50.0
2025-12-04 12:10:10,1764825010,0.0,0.0,227.1,50.0
2025-12-04 12:10:15,1764825015,0.0,0.0,227.1,50.0
2025-12-04 12:10:20,1764825020,0.0,0.0,227.1,50.0
2025-12-04 12:10:25,1764825025,0.0,0.0,227.1,50.0
2025-12-04 12:10:30,1764825030,0.0,0.0,227.1,50.0
2025-12-04 12:10:35,1764825035,0.0,0.0,227.1,50.0
2025-12-04 12:10:40,1764825040,0.0,0.0,227.1,50.0
2025-12-04 12:10:45,1764825045,0.0,0.0,227.1,50.0
2025-12-04 12:10:50,1764825050,0.0,0.0,227.1,50.0
2025-12-04 12:10:55,1764825055,0.0,0.0,227.1,50.0
2025-12-04 12:11:00,1764825060,0.0,0.0,227.1,50.0
2025-12-04 12:11:05,1764825065,0.0,0.0,227.1,50.0
2025-12-04 12:11:10,1764825070,0.0,0.0,227.1,50.0
2025-12-04 12:11:15,1764825075,0.0,0.0,227.1,50.0
2025-12-04 12:11:20,1764825080,0.0,0.0,227.1,50.0
2025-12-04 12:11:25,1764825085,21.3,30.15,25.65,24.47
2025-12-04 12:11:30,1764825090,21.3,30.15,25.65,24.47
2025-12-04 12:11:35,1764825095,21.3,30.15,25.65,24.47
2025-12-04 12:11:40,1764825100,21.3,30.15,25.65,24.47
2025-12-04 12:11:45,1764825105,21.3,30.15,25.65,24.47
2025-12-04 12:11:50,1764825110,21.3,30.15,25.65,24.47
2025-12-04 12:11:55,1764825115,21.3,30.15,25.65,24.47
2025-12-04 12:12:00,1764825120,21.3,30.15,25.65,24.47
2025-12-04 12:12:05,1764825125,21.3,30.15,25.65,24.47
2025-12-04 12:12:10,1764825130,21.3,30.15,25.65,24.47
2025-12-04 12:12:15,1764825135,21.3,30.15,25.65,24.47
2025-12-04 12:12:20,1764825140,21.3,30.15,25.65,24.47
2025-12-04 12:12:25,1764825145,21.3,30.15,25.65,24.47
2025-12-04 12:12:30,1764825150,21.3,30.15,25.65,24.47
2025-12-04 12:12:35,1764825155,21.3,30.15,25.65,24.47
2025-12-04 12:12:40,1764825160,21.3,30.15,25.65,24.47
2025-12-04 12:12:45,1764825165,21.3,30.15,25.65,24.47
2025-12-04 12:12:50,1764825170,21.3,30.15,25.65,24.47
2025-12-04 12:12:55,1764825175,21.3,30.15,25.65,24.47
2025-12-04 12:13:00,1764825180,21.3,30.15,25.65,24.47
2025-12-04 12:13:05,1764825185,21.3,30.15,25.65,24.47
2025-12-04 12:13:10,1764825190,21.3,30.15,25.65,24.47
2025-12-04 12:13:15,1764825195,21.3,30.15,25.65,24.47
2025-12-04 12:13:20,1764825200,21.3,30.15,25.65,24.47
2025-12-04 12:13:25,1764825205,21.3,30.15,25.65,24.47
2025-12-04 12:13:30,1764825210,21.3,30.15,25.65,24.47
2025-12-04 12:13:35,1764825215,21.3,30.15,25.65,24.47
2025-12-04 12:13:40,1764825220,21.3,30.15,25.65,24.47
2025-12-04 12:13:45,1764825225,21.3,30.15,25.65,24.47
2025-12-04 12:13:50,1764825230,21.3,30.15,25.65,24.47
2025-12-04 12:13:55,1764825235,21.3,30.15,25.65,24.47
2025-12-04 12:14:00,1764825240,21.3,30.15,25.65,24.47
2025-12-04 12:14:05,1764825245,21.3,30.15,25.65,24.47
2025-12-04 12:14:10,1764825250,21.3,30.15,25.65,24.47
2025-12-04 12:14:15,1764825255,21.3,30.15,25.65,24.47
2025-12-04 12:14:20,1764825260,21.3,30.15,25.65,24.47
2025-12-04 12:14:25,1764825265,21.3,30.15,25.65,24.47
2025-12-04 12:14:30,1764825270,21.3,30.15,25.65,24.47
2025-12-04 12:14:35,1764825275,21.3,30.15,25.65,24.47
2025-12-04 12:14:40,1764825280,21.3,30.15,25.65,24.47
2025-12-04 12:14:45,1764825285,21.3,30.15,25.65,24.47
2025-12-04 12:14:50,1764825290,21.3,30.15,25.65,24.47
2025-12-04 12:14:55,1764825295,21.3,30.15,25.65,24.47
2025-12-04 12:15:00,1764825300,21.3,30.15,25.65,24.47
2025-12-04 12:15:05,1764825305,21.3,30.15,25.65,24.47
